ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
255,116008735,"Harju maakond, Kose vald, Ravila alevik, Ravila tee 6",Harju maakond, Kose vald, Ravila alevik, Ravila tee 6,1973,1971-1980,18,20,87,3,2,0,3,1,10.5,10.5,8.5,48.9,409,1282.5,357.4,903.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,F,653.8,243.1
82,116009206,"Harju maakond, Kose vald, Kose alevik, Vahtra vkt 14",Harju maakond, Kose vald, Kose alevik, Vahtra vkt 14,1980,1971-1980,18,20,82,3,2,0,3,1,12,12,12,52,545,1780.7,656.1,1289,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0,C,835,244
343,116017124,"Harju maakond, Raasiku vald, Aruküla alevik, Tallinna mnt 30",Harju maakond, Raasiku vald, Aruküla alevik, Tallinna mnt 30,1977,1971-1980,18,20,84,3,2,0,3,1,12.1,12,,,602.2,1637.4,522.8,1270,suurpaneel,8,4,'plekk',"'kohtküte', 'kaugküte'",0,1,0,1,0,0,C,836,287
4,116018374,"Harju maakond, Rae vald, Jüri alevik, Ehituse tn 20",Harju maakond, Rae vald, Jüri alevik, Ehituse tn 20,1986,1981-1990,18,20,85,3,2,0,3,1,12.7,12.5,,,557,1673.1,531.3,1286,suurplokk,4,0,'plekk','kaugküte',0,1,0,1,0,0,E,1094.8,203.6
7,116022478,"Harju maakond, Viimsi vald, Viimsi alevik, Pargi põik 4",Harju maakond, Viimsi vald, Viimsi alevik, Pargi põik 4,1980,1971-1980,18,20,87,3,2,0,3,1,46.8,47,11.1,52,594,1592,437.9,1592,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,E,851,271
302,116033624,"Harju maakond, Saue vald, Laagri alevik, Redise tn 9",Harju maakond, Saue vald, Laagri alevik, Redise tn 9,1992,1991-2000,18,20,99,3,2,0,3,1,14.4,14.5,,,578,2029.8,640.2,1479.6,suurpaneel,4,0,'plekk','kaugküte',0,1,0,1,0,0,D,698.8,229.3
11,101004690,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7,1962,1961-1970,18,20,72,3,3,0,2,1,11.3,11.5,,,332,886,176.7,709,suurplokk,4,0,'plekk','kaugküte',0,1,0,0,0,1,E,279,167
98,101011434,"Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 15",Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 15,1958,1951-1960,18,20,72,3,3,0,2,0,11.3,11.5,13.2,35,445,1031.1,90.4,1031.1,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1,E,0,0
198,101012554,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 9",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 9,1968,1961-1970,18,20,72,3,3,0,2,1,10.9,11,11.3,31,337,1022,293.8,812,tellis,4,0,'eterniit','lokaalküte',0,1,0,0,0,1,G,533,144
372,104017249,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30,1969,1961-1970,18,20,72,3,3,0,2,1,12,12,,,359,1122.7,338.4,859,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,B,550,179
16,104032331,"Tartu maakond, Elva vald, Elva linn, Pikk tn 61",Tartu maakond, Elva vald, Elva linn, Pikk tn 61,1970,1961-1970,18,20,72,3,3,0,2,1,16,16,,,377,1138.6,73,862.6,tellis,4,0,"'muu', 'plekk'",'kaugküte',0,1,0,0,0,0,C,582,141
84,108017293,"Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 8",Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 8,1959,1951-1960,18,20,78,3,3,0,2,1,16.9,17,13.4,36.7,473,1241.2,319.5,921.7,tellis,6,2,'plekk','kaugküte',0,1,0,0,0,1,C,760,176.6
295,109017291,"Rapla maakond, Rapla vald, Rapla linn, Võsa tn 18",Rapla maakond, Rapla vald, Rapla linn, Võsa tn 18,1971,1971-1980,18,20,72,3,3,0,2,1,12,12,11.1,33.8,361,1072.3,300.5,802,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,0,F,539.4,150.2
361,112019763,"Viljandi maakond, Viljandi linn, Vase tn 1a",Viljandi maakond, Viljandi linn, Viljandi linn, Vase tn 1a,1968,1961-1970,18,20,72,3,3,0,2,1,10,10,10.6,33,361,1076.3,286.2,813.9,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,F,0,0
239,113019454,"Võru maakond, Võru linn, Tartu tn 28a",Võru maakond, Võru linn, Võru linn, Tartu tn 28a,1961,1961-1970,18,20,72,3,3,0,2,1,11.7,11.5,11.8,31.1,359,1017.8,68.2,772.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,B,0,0
388,116031848,"Harju maakond, Keila linn, Tuula tee 3",Harju maakond, Keila linn, Keila linn, Tuula tee 3,1979,1971-1980,6,10,27,3,2,0,1,1,10.4,10.5,9.9,15.6,151,469.3,153.5,352,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,5147,2384.6
101,116003352,"Harju maakond, Jõelähtme vald, Loo alevik, Toome tee 4",Harju maakond, Jõelähtme vald, Loo alevik, Toome tee 4,1961,1961-1970,18,20,72,3,3,0,2,0,12,12,11.4,31,342,776.8,64.1,776.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,D,431.7,160.1
93,116009203,"Harju maakond, Kose vald, Kose alevik, Kodu tn 16",Harju maakond, Kose vald, Kose alevik, Kodu tn 16,1972,1971-1980,18,20,72,3,3,0,2,1,12,12,11.5,33,361,1131.3,337.9,793.4,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0,D,493.3,149.4
44,116033757,"Harju maakond, Saue vald, Riisipere alevik, Metsa tn 16",Harju maakond, Saue vald, Riisipere alevik, Metsa tn 16,1973,1971-1980,18,20,72,3,3,0,2,1,11.8,12,11.6,33,354,1106.8,341.2,831.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0,G,0,0
283,108017305,"Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 13",Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 13,1962,1961-1970,18,20,60,3,6,0,1,1,15,15,13.5,36.8,477,1268.4,259,815.6,tellis,6,2,'plekk',"'kohtküte', 'kaugküte', 'lokaalküte'",0,1,0,0,0,1,B,0,0
100,101003981,"Harju maakond, Tallinn, Nõmme linnaosa, Tähe tn 40",Harju maakond, Tallinn, Nõmme linnaosa, Tähe tn 40,1978,1971-1980,19,20,136,4,1,0,4,1,17.2,17,18,20,765.2,2638.7,614,2131,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,E,3483,1229
275,108003353,"Lääne-Viru maakond, Kadrina vald, Kihlevere küla, Aia tee 1",Lääne-Viru maakond, Kadrina vald, Kihlevere küla, Aia tee 1,1977,1971-1980,19,20,71,2,2,0,4,1,9.6,9.5,12.3,49.9,700,1389.5,522,916.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,1,1,E,504.1,147.51
134,116018988,"Harju maakond, Saku vald, Saku alevik, Teaduse tn 3",Harju maakond, Saku vald, Saku alevik, Teaduse tn 3,1975,1971-1980,20,20,74,5,4,0,1,0,17,17,16.2,16.4,264,1230.8,320.6,1032,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,1,C,769.6,206.8
384,104030010,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 19",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 19,1958,1951-1960,21,20,62,4,2,0,3,1,18,18,14.2,35.4,472,1777.7,353.4,1777.7,tellis,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,1,A,846,320.6
368,108021170,"Lääne-Viru maakond, Vinni vald, Piira küla, Õhtu tn 2",Lääne-Viru maakond, Vinni vald, Piira küla, Õhtu tn 2,1982,1981-1990,21,20,105,3,2,0,3,1,13,13,,,667,2035,472.1,1392.4,suurplokk,18,14,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,1,0,1,C,994.2,258.5
293,104023618,"Tartu maakond, Tartu linn, Tartu linn, Lao tn 2a",Tartu maakond, Tartu linn, Tartu linn, Lao tn 2a,1918,1911-1920,21,20,60,3,7,0,1,1,13.8,14,24.2,26.1,443.7,1069.4,105,999,tellis,5,1,'muu',"'kaugküte', 'kohtküte'",0,1,0,0,0,1,C,819.4,148.9
347,104036107,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 1",Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 1,1982,1981-1990,24,20,116,3,2,0,4,1,12,12,11.7,71.4,785,2229.7,708.8,1730.1,suurplokk,10,6,'eterniit','kaugküte',0,1,0,1,0,0,F,1170.7,336.9
268,106008063,"Saare maakond, Saaremaa vald, Kärla alevik, Pargi tn 3",Saare maakond, Saaremaa vald, Kärla alevik, Pargi tn 3,1987,1981-1990,24,20,115,3,2,0,4,1,10.2,10,11.5,71.7,731,2314.4,717.3,1800,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kohtküte', 'kaugküte'",0,1,0,1,0,0,D,680.8,122.4
138,107012917,"Järva maakond, Järva vald, Järva-Jaani alev, Kase tn 8",Järva maakond, Järva vald, Järva-Jaani alev, Kase tn 8,1982,1981-1990,24,20,104,3,2,0,4,1,12,12,43.4,440,649,2064.5,239.3,1608.3,suurplokk,14,10,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0,C,1129,332
337,108010901,"Lääne-Viru maakond, Rakvere linn, Mulla tn 7",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Mulla tn 7,1974,1971-1980,24,20,134,4,2,0,3,1,13.1,13,14.1,56.5,732,2546.1,613.8,2030.5,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,892.4,172
241,108014547,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Astri tn 3",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Astri tn 3,1985,1981-1990,24,20,114,3,2,0,4,1,11.6,11.5,16,71.1,811,1740.6,181.2,1774,suurplokk,6,2,'plekk',"'kohtküte', 'lokaalküte'",0,1,0,0,0,0,C,875.9,198.4
143,109005158,"Rapla maakond, Kehtna vald, Kehtna alevik, Staadioni tn 3",Rapla maakond, Kehtna vald, Kehtna alevik, Staadioni tn 3,1984,1981-1990,24,20,116,3,2,0,4,1,12.4,12.5,10.6,71.8,729,2221.4,655.1,1786,suurplokk,12,8,'plekk','kaugküte',0,1,0,1,0,0,C,0,0
298,109013162,"Rapla maakond, Märjamaa vald, Märjamaa alev, Pärna tn 12",Rapla maakond, Märjamaa vald, Märjamaa alev, Pärna tn 12,1982,1981-1990,24,20,120,3,2,0,4,1,10.1,10,,,661,1977.4,557.8,1601,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,D,1088,212
8,109017246,"Rapla maakond, Rapla vald, Rapla linn, Metsapargi tn 4",Rapla maakond, Rapla vald, Rapla linn, Metsapargi tn 4,1989,1981-1990,24,20,115,3,2,0,4,1,12.8,13,17.4,71.9,729,2196,629.3,1647,suurplokk,6,2,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0,D,1543.73,267.82
159,110009215,"Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 8",Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 8,1980,1971-1980,24,20,116,3,2,0,4,1,12.1,12,11.7,71.9,745,2139.4,411.3,1686,suurplokk,16,12,,'kaugküte',0,1,0,1,0,0,E,1422.4,301.4
170,111032366,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 12",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 12,1989,1981-1990,24,20,113,4,2,0,3,1,13,13,11,55,560,2011.6,481.9,1640,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,751,127
109,112003123,"Viljandi maakond, Põhja-Sakala vald, Olustvere alevik, Keskuse tn 7",Viljandi maakond, Põhja-Sakala vald, Olustvere alevik, Keskuse tn 7,1988,1981-1990,24,20,104,3,2,0,4,1,11.6,11.5,,,695,1941.1,266.8,1622.2,suurplokk,6,2,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0,B,1156,237
90,112013615,"Viljandi maakond, Viljandi vald, Viiratsi alevik, Sõpruse tn 10",Viljandi maakond, Viljandi vald, Viiratsi alevik, Sõpruse tn 10,1984,1981-1990,24,20,109,3,2,0,4,1,10.8,11,,,759,2264.8,748.6,1732,suurplokk,18,14,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,1477,345.5
39,112013656,"Viljandi maakond, Viljandi vald, Uusna küla, Pärna tee 3",Viljandi maakond, Viljandi vald, Uusna küla, Pärna tee 3,1980,1971-1980,24,20,116,3,2,0,4,1,11.7,11.5,11.7,72,941,2170,581.6,1749,väikepaneel,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',1,0,0,1,0,1,B,705.6,131.4
126,112016747,"Viljandi maakond, Viljandi linn, Loode tn 7",Viljandi maakond, Viljandi linn, Viljandi linn, Loode tn 7,1974,1971-1980,24,20,114,3,2,0,4,1,10,10,,,558,1648.7,483.6,1322.6,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,1049.2,293.2
41,113012246,"Võru maakond, Võru vald, Sõmerpalu alevik, Heki tn 1",Võru maakond, Võru vald, Sõmerpalu alevik, Heki tn 1,1989,1981-1990,24,20,110,3,2,0,4,1,11.5,11.5,12.5,80,828,2381.6,88.8,1908.4,suurplokk,15,12,'eterniit','kaugküte',0,1,0,1,0,0,C,1221.6,306.8
94,116008555,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Välja tn 2",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Välja tn 2,1984,1981-1990,24,20,116,3,2,0,4,1,10.8,11,,,769,2147.1,627,1845.7,suurplokk,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,1366.7,513.1
202,116017286,"Harju maakond, Raasiku vald, Aruküla alevik, Sügise tn 4",Harju maakond, Raasiku vald, Aruküla alevik, Sügise tn 4,1980,1971-1980,24,20,116,3,2,0,4,1,12.1,12,10.9,71.8,833.7,2333.2,794.4,1762.1,suurplokk,12,8,'plekk','kaugküte',0,1,0,1,0,0,D,445.4,111.6
196,116018200,"Harju maakond, Rae vald, Vaida alevik, Rukkilille tn 13",Harju maakond, Rae vald, Vaida alevik, Rukkilille tn 13,1988,1981-1990,24,20,116,3,2,0,4,1,9.4,9.5,,,790,2188.1,650,1863.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0,,1044,267
279,102006737,"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 55a",Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 55a,1988,1981-1990,24,20,105,3,3,0,3,1,11.5,11.5,15.6,44.5,574,1828.6,72.3,1372.3,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0,C,779.5,202.2
18,104031294,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 3",Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 3,1992,1991-2000,24,20,118,3,3,0,3,1,12,12,13,55,418,1975.8,490.2,1627,suurpaneel,4,0,,'kaugküte',0,1,0,1,0,1,D,0,0
24,108013706,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 14",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 14,1980,1971-1980,24,20,106,3,3,0,3,1,12,12,11.6,47.6,566,1683,61.6,1683,väikepaneel,4,0,'plekk','kaugküte',0,1,0,0,0,0,C,1527.1,359.8
379,101010755,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Jahu tn 8",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Jahu tn 8,1959,1951-1960,24,20,95,4,3,0,2,1,16,16,,,430,1701.6,459.7,1282,tellis,4,0,'plekk','kaugküte',0,1,0,1,1,1,C,1130.6,238
251,104018184,"Tartu maakond, Tartu linn, Tartu linn, Savi tn 31",Tartu maakond, Tartu linn, Tartu linn, Savi tn 31,1991,1991-2000,24,20,126,4,3,0,2,1,15.1,15,34,38.6,602,2246.6,608.4,1709.6,tellis,18,14,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1346.2,188.5
230,112017180,"Viljandi maakond, Viljandi linn, Kauge tn 24",Viljandi maakond, Viljandi linn, Viljandi linn, Kauge tn 24,1992,1991-2000,24,20,110,4,3,0,2,1,14.7,14.5,22.1,33.9,534.3,1883.7,482.1,1500.6,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,C,1530.3,221.1
102,101026350,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7a",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7a,1959,1951-1960,24,20,90,3,4,0,2,1,12.1,12,11.4,36.4,393,1185.8,337.2,922.1,tellis,5,1,'plekk','lokaalküte',0,1,0,0,0,1,E,635.6,299.6
141,103014270,"Pärnu maakond, Pärnu linn, Pärnu linn, Pikk tn 8",Pärnu maakond, Pärnu linn, Pärnu linn, Pikk tn 8,1963,1961-1970,24,20,90,3,4,0,2,1,13.5,13.5,,,430,1092.4,210.3,877,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,D,584,205
38,104016961,"Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 18",Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 18,1977,1971-1980,24,20,101,3,4,0,2,1,11,11,,,458,1380.6,57.8,1045.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,E,0,0
328,104029558,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 21",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 21,1960,1951-1960,24,20,90,3,4,0,2,1,12.1,12,11.5,35.9,388,1017,192,1017,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,460,206
329,104030297,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 23",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 23,1959,1951-1960,24,20,90,3,4,0,2,1,13.9,14,11.5,35.9,396,1211.6,370,1211.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,512,214.4
31,104033500,"Tartu maakond, Elva vald, Elva linn, Tartu mnt 27a",Tartu maakond, Elva vald, Elva linn, Tartu mnt 27a,1964,1961-1970,24,20,97,3,4,0,2,1,12.2,12,,,474,1370.3,134.4,1050,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,E,0,0
330,106006352,"Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 2",Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 2,1963,1961-1970,24,20,90,3,4,0,2,1,12.3,12.5,11.4,36.4,394,1136,312.3,883,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,457.3,204.8
331,106006353,"Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 4",Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 4,1962,1961-1970,24,20,90,3,4,0,2,1,12.3,12.5,11.4,36.4,407,1118.3,301.5,870,tellis,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,1,A,457.3,204.8
211,101018392,"Harju maakond, Tallinn, Lasnamäe linnaosa, Majaka põik 9",Harju maakond, Tallinn, Lasnamäe linnaosa, Majaka põik 9,1960,1951-1960,24,20,102,4,6,0,1,1,11,11,14.3,38.2,549,1533.5,242.3,1417.2,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal',"'kohtküte', 'kaugküte'",0,0,1,0,0,1,C,667.4,197.6
42,109017188,"Rapla maakond, Rapla vald, Rapla linn, Ööbiku tn 3",Rapla maakond, Rapla vald, Rapla linn, Ööbiku tn 3,1980,1971-1980,25,30,126,3,2,0,5,1,9.8,10,47.3,54.3,879,1940.7,433.3,1662.2,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,E,1218.1,264.4
235,101022494,"Harju maakond, Tallinn, Nõmme linnaosa, Tungla tn 8",Harju maakond, Tallinn, Nõmme linnaosa, Tungla tn 8,1980,1971-1980,25,30,133,5,3,0,2,1,17.4,17.5,,,506,2235.7,565.4,1911,tellis,12,8,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,2398.9,379
129,116002476,"Harju maakond, Harku vald, Harku alevik, Instituudi tee 16",Harju maakond, Harku vald, Harku alevik, Instituudi tee 16,1965,1961-1970,25,30,85,3,3,0,3,1,12.8,13,12.7,41,493.5,1398.3,350.1,1398.3,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,1,F,602,219
136,104038001,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56,1967,1961-1970,25,30,93,4,3,0,2,1,14.8,15,10.9,37.6,418,1568.6,255.9,1229.5,tellis,4,0,'eterniit','kaugküte',0,1,0,0,1,0,F,846,320.6
5,104025876,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30a",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30a,1976,1971-1980,27,30,108,3,3,0,3,1,12.3,12.5,,,547,1665.1,500.6,1221,tellis,4,0,'eterniit','kaugküte',0,1,0,1,0,1,E,0,0
204,108012200,"Lääne-Viru maakond, Rakvere linn, Karja tn 45",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Karja tn 45,1989,1981-1990,27,30,110,3,3,0,3,1,11.3,11.5,26.2,46,670.1,1924.7,429.3,1453.5,suurplokk,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1021.4,151.1
43,116033748,"Harju maakond, Viimsi vald, Haabneeme alevik, Heki tee 3",Harju maakond, Viimsi vald, Haabneeme alevik, Heki tee 3,1988,1981-1990,28,30,126,5,1,0,4,1,19.4,19.5,33.1,60.6,778,2670.6,798.6,2456,tellis,24,20,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,2471,339
27,107007423,"Järva maakond, Paide linn, Paide linn, Soo tn 22",Järva maakond, Paide linn, Paide linn, Soo tn 22,1991,1991-2000,28,30,148,4,2,0,3,1,13.5,13.5,14.3,58.8,753,2558.4,683.8,2879,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,1,0,1,B,1100.4,258.2
48,101015752,"Harju maakond, Tallinn, Mustamäe linnaosa, Siili tn 17",Harju maakond, Tallinn, Mustamäe linnaosa, Siili tn 17,1981,1981-1990,28,30,126,7,4,1,1,1,26,26,16,27.2,372,2100.8,498.4,1602.4,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,D,1781.2,911.1
378,116002152,"Harju maakond, Harku vald, Tabasalu alevik, Teenuste tn 4",Harju maakond, Harku vald, Tabasalu alevik, Teenuste tn 4,1981,1981-1990,29,30,108,11,3,1,1,1,32,32,19,20,282,2260.9,538.1,1793.6,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,1,C,1898,328.8
333,116021577,"Harju maakond, Saue vald, Saue linn, Koondise tn 9",Harju maakond, Saue vald, Saue linn, Koondise tn 9,1972,1971-1980,29,30,138,5,3,0,2,1,15.1,15,,,424,2135.9,468.3,1808,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0,B,457.3,204.8
244,101027181,"Harju maakond, Tallinn, Kesklinna linnaosa, Planeedi tn 2",Harju maakond, Tallinn, Kesklinna linnaosa, Planeedi tn 2,1971,1971-1980,29,30,120,8,4,1,1,0,25.7,25.5,,,314,1853.5,295.7,1756.6,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,0,0,1,B,1451,296
6,106007191,"Saare maakond, Saaremaa vald, Kuressaare linn, Rohu tn 1a",Saare maakond, Saaremaa vald, Kuressaare linn, Rohu tn 1a,1982,1981-1990,30,30,162,5,2,0,3,1,15.8,16,12.9,51.4,620,2529.4,521.6,2529.4,tellis,4,0,"'muu', 'bituumen või  PVC  plaat või rullmaterjal'","'kaugküte', 'kohtküte'",1,0,0,1,0,0,C,0,0
189,106007305,"Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 1",Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 1,1986,1981-1990,30,30,136,3,2,0,5,1,12.8,13,,,900,2585,721,1938,suurplokk,27,22,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,0,D,1179.6,357.3
111,108012169,"Lääne-Viru maakond, Rakvere linn, Tuleviku tn 6",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Tuleviku tn 6,1985,1981-1990,30,30,120,5,2,0,3,1,16,16,12.7,34,497,1915.8,377.8,1630,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,B,797,276.8
359,110009895,"Põlva maakond, Põlva vald, Põlva linn, Mäe tn 2",Põlva maakond, Põlva vald, Põlva linn, Mäe tn 2,1977,1971-1980,30,30,147,3,2,0,5,1,10.5,10.5,10,81.2,935,2487,730.1,1887.3,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,1261.8,353.9
238,116008552,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Aia tn 5",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Aia tn 5,1979,1971-1980,30,30,148,3,2,0,5,1,10.4,10.5,,,1219,2772.7,785.2,2191.5,suurplokk,6,2,'plekk','kaugküte',0,1,0,1,0,0,D,1670.9,403.6
362,104031923,"Tartu maakond, Tartu linn, Tartu linn, Lutsu tn 16",Tartu maakond, Tartu linn, Tartu linn, Lutsu tn 16,1959,1951-1960,30,30,78,4,3,0,3,1,15.9,16,11.5,35.9,391,1504,317.2,1504,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,A,770,283
